id	pos	category	lemma	num_id
NL4377	NOUN	DER	kleistamper	4377
NL4378	NOUN	DER	kleihengst	4378
NL4379	NOUN	DER	kleihaas	4379
NL4380	NOUN	DER	kleikont	4380
NL4381	NOUN	DER	klootviool	4381
NL4382	NOUN	PRS	knakenhoer	4382
NL4383	NOUN	DER	kommaneuker	4383
NL4384	NOUN	MOR	krentenzifter	4384
NL4385	NOUN	DER	loser	4385
NL4386	NOUN	DER	moffenhoer	4386
NL4387	NOUN	DER	moffenmatras	4387
NL4388	NOUN	DER	moffenslet	4388
NL4389	NOUN	ETH	niknok	4389
NL4390	NOUN	ETH	niknokker	4390
NL4391	NOUN	DER	onderdeur	4391
NL4392	NOUN	DER	opdondertje	4392
NL4393	NOUN	DER	opsodemietertje	4393
NL4394	NOUN	DER	pantoffelheld	4394
NL4395	NOUN	PRO	pennenlikker	4395
NL4396	NOUN	DER	piktrekker	4396
NL4397	NOUN	DER	poepchinees	4397
NL4398	NOUN	COG	randdebiel	4398
NL4399	NOUN	REL	satansgebroed	4399
NL4400	NOUN	ETH	sausneger	4400
NL4401	NOUN	PHY	scheeloog	4401
NL4402	NOUN	DER	schlemiel	4402
NL4403	NOUN	DER	schorem	4403
NL4404	NOUN	DER	schreeuwlelijk	4404
NL4405	NOUN	DER	sikkeneur	4405
NL4406	NOUN	DER	feut	4406
NL4407	NOUN	DER	slangengebroed	4407
NL4408	NOUN	PRS	slettenbak	4408
NL4409	NOUN	SOC	sloeber	4409
NL4410	NOUN	ETH	snikker	4410
NL4411	NOUN	DER	snotaap	4411
NL4412	NOUN	ETH	soepjurk	4412
NL4413	NOUN	PHY	speknek	4413
NL4414	NOUN	DER	spast	4414
NL4415	NOUN	DER	stronthommel	4415
NL4416	NOUN	DER	stumperd	4416
NL4417	NOUN	DER	takkewijf	4417
NL4418	NOUN	DER	takkebak	4418
NL4419	NOUN	ETH	tata	4419
NL4420	NOUN	DER	tietvlieg	4420
NL4421	NOUN	DER	troela	4421
NL4422	NOUN	DER	tuthola	4422
NL4423	NOUN	DIS	tyfuswijf	4423
NL4424	NOUN	DIS	tyfushoer	4424
NL4425	NOUN	DIS	tyfuslul	4425
NL4426	NOUN	DER	uitkotsel	4426
NL4427	NOUN	DER	uitschot	4427
NL4428	NOUN	PRS	variétéhoer	4428
NL4429	NOUN	PRS	struikendel	4429
NL4430	NOUN	PRS	discosnol	4430
NL4431	NOUN	PRS	barsnol	4431
NL4432	NOUN	REL	vermaledijde	4432
NL4433	NOUN	DER	verrekkeling	4433
NL4434	NOUN	PHY	vetnek	4434
NL4435	NOUN	PHY	vetklep	4435
NL4436	NOUN	PHY	vetpens	4436
NL4437	NOUN	PHY	fatso	4437
NL4438	NOUN	PHY	vleesklomp	4438
NL4439	NOUN	DER	voddenbaai	4439
NL4440	NOUN	DER	vreetzak	4440
NL4441	NOUN	DER	vunzerik	4441
NL4442	NOUN	DER	vuilerik	4442
NL4443	NOUN	DER	wegpiraat	4443
NL4444	NOUN	DER	windbuil	4444
NL4445	NOUN	PRS	wipkip	4445
NL4446	NOUN	SEX	wipkonijn	4446
NL4447	NOUN	DER	zaagselhoofd	4447
NL4448	NOUN	DER	zaagselkop	4448
NL4449	NOUN	ETH	zandneger	4449
NL4450	NOUN	DER	zatlap	4450
NL4451	NOUN	DER	zatladder	4451
NL4452	NOUN	PRO	zielenknijper	4452
NL4453	NOUN	DER	zweefteef	4453
NL4454	NOUN	SEX	potloodventer	4454
